text_id,result_text_version,display_order,section,claim_kind,mode,factor_id,band,title_id,preview_allowed,text,status
preview20-conscientiousness-middle-observation,result-text-v1,131,observation,scaleObservation,preview20,conscientiousness,middle,,true,今回の20問では、物事を早めに進めたり整理して取り組んだりする傾向が、尺度内の中間域にありました。,reviewed
preview20-conscientiousness-low-observation,result-text-v1,132,observation,scaleObservation,preview20,conscientiousness,low,,true,今回の20問では、物事を早めに進めたり整理して取り組んだりする傾向が、尺度内で低めに見られました。,reviewed
detail50-conscientiousness-high-observation,result-text-v1,133,observation,scaleObservation,detail50,conscientiousness,high,,false,今回の50問では、準備や整理をしながら物事を進める傾向が、尺度内で高めに見られました。,reviewed
detail50-conscientiousness-high-strength,result-text-v1,134,strength,reflectionPrompt,detail50,conscientiousness,high,,false,最近、予定や持ち物をあらかじめ整えておいたことで、落ち着いて取りかかれた場面はありましたか。,reviewed
detail50-conscientiousness-high-tradeoff,result-text-v1,135,tradeoff,reflectionPrompt,detail50,conscientiousness,high,,false,予定をきちんと立てようとして、手順を細かく決めることに時間がかかってしまった場面はありましたか。,reviewed
detail50-conscientiousness-high-work,result-text-v1,136,work,reflectionPrompt,detail50,conscientiousness,high,,false,仕事や学びのなかで、期限から逆算して手順を整理したことで、落ち着いて進められた場面はありましたか。,reviewed
detail50-conscientiousness-high-relationship,result-text-v1,137,relationship,reflectionPrompt,detail50,conscientiousness,high,,false,誰かと一緒に進めるとき、役割や予定を先に確認したことで、お互いに動きやすくなった場面はありましたか。,reviewed
detail50-conscientiousness-high-stress,result-text-v1,138,stress,reflectionPrompt,detail50,conscientiousness,high,,false,急な変更で予定が崩れたとき、やることの順番を何度も組み直して、かえって疲れたことはありませんか。,reviewed
detail50-conscientiousness-high-question,result-text-v1,139,question,reflectionPrompt,detail50,conscientiousness,high,,false,最近、「先に準備しておいてよかった」と、安心したり助かったりした場面はありましたか。,reviewed
detail50-conscientiousness-high-action,result-text-v1,140,action,actionHint,detail50,conscientiousness,high,,false,もしよければ、明日取りかかることを一つ選び、最初の一歩だけメモしてみませんか。,reviewed
detail50-conscientiousness-middle-observation,result-text-v1,141,observation,scaleObservation,detail50,conscientiousness,middle,,false,今回の50問では、準備や整理をしながら物事を進める傾向が、尺度内の中間域にありました。,reviewed
detail50-conscientiousness-middle-strength,result-text-v1,142,strength,reflectionPrompt,detail50,conscientiousness,middle,,false,"最近、「先に準備してから始めよう」と思ったときと、「まずやりながら考えよう」と思ったときがありましたか。",reviewed
detail50-conscientiousness-middle-tradeoff,result-text-v1,143,tradeoff,reflectionPrompt,detail50,conscientiousness,middle,,false,予定を立ててもそのとおりに進めるか、その場の状況に合わせて変えるかで迷った場面はありましたか。,reviewed
detail50-conscientiousness-middle-work,result-text-v1,144,work,reflectionPrompt,detail50,conscientiousness,middle,,false,"仕事や学びのなかで、「準備を整えてから始めるか」「まず着手して必要なことを後から決めるか」を選んだ場面はありましたか。",reviewed
detail50-conscientiousness-middle-relationship,result-text-v1,145,relationship,reflectionPrompt,detail50,conscientiousness,middle,,false,"誰かと予定を決めるとき、「細かく決めておきたい」気持ちと「大まかでいい」という気持ちの間で迷った場面はありましたか。",reviewed
detail50-conscientiousness-middle-stress,result-text-v1,146,stress,reflectionPrompt,detail50,conscientiousness,middle,,false,"やることが重なったとき、「順番を決めるか」「目についたものから始めるか」で迷い、少し落ち着かなくなったことはありませんか。",reviewed
detail50-conscientiousness-middle-question,result-text-v1,147,question,reflectionPrompt,detail50,conscientiousness,middle,,false,最近、予定を立てたことで進めやすかった場面や、その場で予定を変えたほうが動きやすかった場面はありましたか。,reviewed
detail50-conscientiousness-middle-action,result-text-v1,148,action,actionHint,detail50,conscientiousness,middle,,false,"もしよければ、明日の予定から「先に決めておきたいこと」を一つだけ選んでみませんか。",reviewed
detail50-conscientiousness-low-observation,result-text-v1,149,observation,scaleObservation,detail50,conscientiousness,low,,false,今回の50問では、準備や整理をしながら物事を進める傾向が、尺度内で低めに見られました。,reviewed
detail50-conscientiousness-low-strength,result-text-v1,150,strength,reflectionPrompt,detail50,conscientiousness,low,,false,最近、細かく準備する前にまず動き始めたことで、早く流れをつかめた場面はありましたか。,reviewed
detail50-conscientiousness-low-tradeoff,result-text-v1,151,tradeoff,reflectionPrompt,detail50,conscientiousness,low,,false,まず取りかかってから、「先に少し整理しておけばよかった」と感じた場面はありましたか。,reviewed
detail50-conscientiousness-low-work,result-text-v1,152,work,reflectionPrompt,detail50,conscientiousness,low,,false,仕事や学びのなかで、まず手を動かし、必要な手順をあとから決めたことで進めやすかった場面はありましたか。,reviewed
detail50-conscientiousness-low-relationship,result-text-v1,153,relationship,reflectionPrompt,detail50,conscientiousness,low,,false,誰かと一緒に進めるとき、予定や役割を細かく決めずに始めて、あとから確認が必要になった場面はありましたか。,reviewed
detail50-conscientiousness-low-stress,result-text-v1,154,stress,reflectionPrompt,detail50,conscientiousness,low,,false,やることが重なったとき、どれから始めるか決められず、気持ちが落ち着かなくなったことはありませんか。,reviewed
detail50-conscientiousness-low-question,result-text-v1,155,question,reflectionPrompt,detail50,conscientiousness,low,,false,"最近、「準備より先に始めてよかった」と感じた場面と、「少し整えておけばよかった」と感じた場面はありましたか。",reviewed
detail50-conscientiousness-low-action,result-text-v1,156,action,actionHint,detail50,conscientiousness,low,,false,"もしよければ、今気になっていることを一つ選び、「最初にすること」だけメモしてみませんか。",reviewed
preview20-extraversion-high-observation,result-text-v1,157,observation,scaleObservation,preview20,extraversion,high,,true,今回の20問では、人との会話や人前でのやり取りを好む傾向が、尺度内で高めに見られました。,reviewed
preview20-extraversion-middle-observation,result-text-v1,158,observation,scaleObservation,preview20,extraversion,middle,,true,今回の20問では、人との会話や人前でのやり取りを好む傾向が、尺度内の中間域にありました。,reviewed
preview20-extraversion-low-observation,result-text-v1,159,observation,scaleObservation,preview20,extraversion,low,,true,今回の20問では、人との会話や人前でのやり取りを好む傾向が、尺度内で低めに見られました。,reviewed
detail50-extraversion-high-observation,result-text-v1,160,observation,scaleObservation,detail50,extraversion,high,,false,今回の50問では、人との交流や人前に出ることを好む傾向が、尺度内で高めに見られました。,reviewed
detail50-extraversion-high-strength,result-text-v1,161,strength,reflectionPrompt,detail50,extraversion,high,,false,最近、人が集まる場で自分から声をかけたことで、会話の輪が自然に広がった場面はありましたか。,reviewed
detail50-extraversion-high-tradeoff,result-text-v1,162,tradeoff,reflectionPrompt,detail50,extraversion,high,,false,会話が盛り上がったとき、つい自分が話し続けてしまい、「もう少し相手の話も聞けばよかった」と感じた場面はありましたか。,reviewed
detail50-extraversion-high-work,result-text-v1,163,work,reflectionPrompt,detail50,extraversion,high,,false,仕事や学びのなかで、自分から声をかけたことで、相談や話し合いがスムーズに進んだ場面はありましたか。,reviewed
detail50-extraversion-high-relationship,result-text-v1,164,relationship,reflectionPrompt,detail50,extraversion,high,,false,初めて会う人や、まだあまり話したことのない人に自分から声をかけたことで、距離が少し縮まった場面はありましたか。,reviewed
detail50-extraversion-high-stress,result-text-v1,165,stress,reflectionPrompt,detail50,extraversion,high,,false,人と話したり出かけたりする予定が続いたとき、「少し一人で落ち着きたい」と感じたことはありませんか。,reviewed
detail50-extraversion-high-question,result-text-v1,166,question,reflectionPrompt,detail50,extraversion,high,,false,最近、自分から話しかけたことで、思いがけない話やつながりが生まれた場面はありましたか。,reviewed
detail50-extraversion-high-action,result-text-v1,167,action,actionHint,detail50,extraversion,high,,false,もしよければ、今日話してみたい人へ、短いあいさつや一言を自分から伝えてみませんか。,reviewed
detail50-extraversion-middle-observation,result-text-v1,168,observation,scaleObservation,detail50,extraversion,middle,,false,今回の50問では、人との交流や人前に出ることを好む傾向が、尺度内の中間域にありました。,reviewed
detail50-extraversion-middle-strength,result-text-v1,169,strength,reflectionPrompt,detail50,extraversion,middle,,false,最近、「自分から話してみよう」と思った場面と、「まずは様子を見よう」と思った場面がありましたか。,reviewed
detail50-extraversion-middle-tradeoff,result-text-v1,170,tradeoff,reflectionPrompt,detail50,extraversion,middle,,false,人が集まる場で、「会話に加わりたい」気持ちと「少し離れて見ていたい」気持ちの間で迷ったことはありましたか。,reviewed
detail50-extraversion-middle-work,result-text-v1,171,work,reflectionPrompt,detail50,extraversion,middle,,false,仕事や学びのなかで、「自分から相談するか」「もう少し一人で考えてから話すか」で迷った場面はありましたか。,reviewed
detail50-extraversion-middle-relationship,result-text-v1,172,relationship,reflectionPrompt,detail50,extraversion,middle,,false,親しい相手とは自然に話せても、初めて会う相手には少し様子を見たくなった場面はありましたか。,reviewed
detail50-extraversion-middle-stress,result-text-v1,173,stress,reflectionPrompt,detail50,extraversion,middle,,false,会話や集まりが続いたとき、「もう少し参加したい」気持ちと「少し一人で休みたい」気持ちの間で迷ったことはありませんか。,reviewed
detail50-extraversion-middle-question,result-text-v1,174,question,reflectionPrompt,detail50,extraversion,middle,,false,最近、「今日は人と話したい」と感じた日と、「今日は静かに過ごしたい」と感じた日はありましたか。,reviewed
detail50-extraversion-middle-action,result-text-v1,175,action,actionHint,detail50,extraversion,middle,,false,もしよければ、次に誰かと話すとき、自分から伝えたいこと、または、相手に聞きたいことを一つだけ決めてみませんか。,reviewed
detail50-extraversion-low-observation,result-text-v1,176,observation,scaleObservation,detail50,extraversion,low,,false,今回の50問では、人との交流や人前に出ることを好む傾向が、尺度内で低めに見られました。,reviewed
detail50-extraversion-low-strength,result-text-v1,177,strength,reflectionPrompt,detail50,extraversion,low,,false,最近、人との集まりで少人数や静かな場所を選んだ場面はありましたか。,reviewed
detail50-extraversion-low-tradeoff,result-text-v1,178,tradeoff,reflectionPrompt,detail50,extraversion,low,,false,話したいことがあったとき、声をかけるまでに間を置いた場面はありましたか。,reviewed
detail50-extraversion-low-work,result-text-v1,179,work,reflectionPrompt,detail50,extraversion,low,,false,仕事や学びで、相談する前に一人で考えをまとめた場面はありましたか。,reviewed
detail50-extraversion-low-relationship,result-text-v1,180,relationship,reflectionPrompt,detail50,extraversion,low,,false,人との集まりで、少人数や静かな場所を選びたくなった場面はありましたか。,reviewed
detail50-extraversion-low-stress,result-text-v1,181,stress,reflectionPrompt,detail50,extraversion,low,,false,注目が集まったとき、その場から少し離れたくなった場面はありましたか。,reviewed
detail50-extraversion-low-question,result-text-v1,182,question,reflectionPrompt,detail50,extraversion,low,,false,最近、話しかける前に様子を見た場面はありましたか。,reviewed
detail50-extraversion-low-action,result-text-v1,183,action,actionHint,detail50,extraversion,low,,false,よければ、伝えたいことを一文だけ書いてから話してみませんか。,reviewed
preview20-agreeableness-high-observation,result-text-v1,184,observation,scaleObservation,preview20,agreeableness,high,,true,今回の20問では、他者への関心や気持ちへの配慮を示す回答が全体として高めでした。,reviewed
preview20-agreeableness-middle-observation,result-text-v1,185,observation,scaleObservation,preview20,agreeableness,middle,,true,今回の20問では、他者への関心や気持ちへの配慮を示す回答が尺度内の中間域でした。,reviewed
preview20-agreeableness-low-observation,result-text-v1,186,observation,scaleObservation,preview20,agreeableness,low,,true,今回の20問では、他者への関心や気持ちへの配慮を示す回答が全体として低めでした。,reviewed
detail50-agreeableness-high-observation,result-text-v1,187,observation,scaleObservation,detail50,agreeableness,high,,false,今回の50問では、他者への関心や気持ちへの配慮を示す回答が全体として高めでした。,reviewed
detail50-agreeableness-high-strength,result-text-v1,188,strength,reflectionPrompt,detail50,agreeableness,high,,false,最近、相手の気持ちや困りごとをたずねた場面はありましたか。,reviewed
detail50-agreeableness-high-tradeoff,result-text-v1,189,tradeoff,reflectionPrompt,detail50,agreeableness,high,,false,相手を気づかいたいとき、自分の希望をいつ伝えるか迷った場面はありましたか。,reviewed
detail50-agreeableness-high-work,result-text-v1,190,work,reflectionPrompt,detail50,agreeableness,high,,false,仕事や学びで、周りの人が困っていないか声をかけた場面はありましたか。,reviewed
detail50-agreeableness-high-relationship,result-text-v1,191,relationship,reflectionPrompt,detail50,agreeableness,high,,false,人との会話で、相手の気持ちを確かめながら話した場面はありましたか。,reviewed
detail50-agreeableness-high-stress,result-text-v1,192,stress,reflectionPrompt,detail50,agreeableness,high,,false,意見が合わないとき、相手を気づかって言葉を選んだ場面はありましたか。,reviewed
detail50-agreeableness-high-question,result-text-v1,193,question,reflectionPrompt,detail50,agreeableness,high,,false,最近、誰かのために時間を使った場面はありましたか。,reviewed
detail50-agreeableness-high-action,result-text-v1,194,action,actionHint,detail50,agreeableness,high,,false,よければ、気になる相手へ短く様子をたずねてみませんか。,reviewed
detail50-agreeableness-middle-observation,result-text-v1,195,observation,scaleObservation,detail50,agreeableness,middle,,false,今回の50問では、他者への関心や気持ちへの配慮を示す回答が尺度内の中間域でした。,reviewed
detail50-agreeableness-middle-strength,result-text-v1,196,strength,reflectionPrompt,detail50,agreeableness,middle,,false,最近、相手に合わせた場面と、自分の意見を伝えた場面に違いはありましたか。,reviewed
detail50-agreeableness-middle-tradeoff,result-text-v1,197,tradeoff,reflectionPrompt,detail50,agreeableness,middle,,false,意見が合わないとき、相手への配慮と自分の考えをどの順番で伝えるか迷った場面はありましたか。,reviewed
detail50-agreeableness-middle-work,result-text-v1,198,work,reflectionPrompt,detail50,agreeableness,middle,,false,仕事や学びで、協力を頼むか自分で進めるかを選んだ場面はありましたか。,reviewed
detail50-agreeableness-middle-relationship,result-text-v1,199,relationship,reflectionPrompt,detail50,agreeableness,middle,,false,人との会話で、相手に合わせるか自分の考えを伝えるか迷った場面はありましたか。,reviewed
detail50-agreeableness-middle-stress,result-text-v1,200,stress,reflectionPrompt,detail50,agreeableness,middle,,false,意見が合わないとき、どこまで譲るか考えた場面はありましたか。,reviewed
detail50-agreeableness-middle-question,result-text-v1,201,question,reflectionPrompt,detail50,agreeableness,middle,,false,最近、相手を気づかった場面と、自分の希望を伝えた場面はありましたか。,reviewed
detail50-agreeableness-middle-action,result-text-v1,202,action,actionHint,detail50,agreeableness,middle,,false,よければ、次の会話で相手に聞きたいことを一つ決めてみませんか。,reviewed
detail50-agreeableness-low-observation,result-text-v1,203,observation,scaleObservation,detail50,agreeableness,low,,false,今回の50問では、他者への関心や気持ちへの配慮を示す回答が全体として低めでした。,reviewed
detail50-agreeableness-low-strength,result-text-v1,204,strength,reflectionPrompt,detail50,agreeableness,low,,false,最近、自分の考えを伝える前後に、相手の反応を確かめた場面はありましたか。,reviewed
detail50-agreeableness-low-tradeoff,result-text-v1,205,tradeoff,reflectionPrompt,detail50,agreeableness,low,,false,意見が合わないとき、相手への気づかいをどう言葉にするか迷った場面はありましたか。,reviewed
detail50-agreeableness-low-work,result-text-v1,206,work,reflectionPrompt,detail50,agreeableness,low,,false,仕事や学びで、周りに合わせるより自分の意見を先に伝えた場面はありましたか。,reviewed
detail50-agreeableness-low-relationship,result-text-v1,207,relationship,reflectionPrompt,detail50,agreeableness,low,,false,人との会話で、相手の気持ちを確かめる前に自分の考えを伝えた場面はありましたか。,reviewed
detail50-agreeableness-low-stress,result-text-v1,208,stress,reflectionPrompt,detail50,agreeableness,low,,false,意見が合わないとき、言い方を後から振り返った場面はありましたか。,reviewed
detail50-agreeableness-low-question,result-text-v1,209,question,reflectionPrompt,detail50,agreeableness,low,,false,最近、相手の反応を見て伝え方を変えた場面はありましたか。,reviewed
detail50-agreeableness-low-action,result-text-v1,210,action,actionHint,detail50,agreeableness,low,,false,よければ、次の会話で相手の考えを一つたずねてみませんか。,reviewed
preview20-emotionalStability-high-observation,result-text-v1,211,observation,scaleObservation,preview20,emotionalStability,high,,true,今回の20問では、落ち着きや気分の安定を示す回答が全体として高めでした。,reviewed
preview20-emotionalStability-middle-observation,result-text-v1,212,observation,scaleObservation,preview20,emotionalStability,middle,,true,今回の20問では、落ち着きや気分の変化に関する回答が尺度内の中間域でした。,reviewed
preview20-emotionalStability-low-observation,result-text-v1,213,observation,scaleObservation,preview20,emotionalStability,low,,true,今回の20問では、慌てや気分の揺れ、落ち込みを感じることを示す回答が全体として多めでした。,reviewed
detail50-emotionalStability-high-observation,result-text-v1,214,observation,scaleObservation,detail50,emotionalStability,high,,false,今回の50問では、落ち着きや気分の安定を示す回答が全体として高めでした。,reviewed
detail50-emotionalStability-high-strength,result-text-v1,215,strength,reflectionPrompt,detail50,emotionalStability,high,,false,最近、予定外のことがあっても気分の揺れが小さかった場面はありましたか。,reviewed
detail50-emotionalStability-high-tradeoff,result-text-v1,216,tradeoff,reflectionPrompt,detail50,emotionalStability,high,,false,落ち着いていると感じたときにも、小さな気分の揺れがあった場面はありましたか。,reviewed
detail50-emotionalStability-high-work,result-text-v1,217,work,reflectionPrompt,detail50,emotionalStability,high,,false,仕事や学びで、急な変更があっても落ち着いて取り組めた場面はありましたか。,reviewed
detail50-emotionalStability-high-relationship,result-text-v1,218,relationship,reflectionPrompt,detail50,emotionalStability,high,,false,人との会話で、気持ちを落ち着けて話せた場面はありましたか。,reviewed
detail50-emotionalStability-high-stress,result-text-v1,219,stress,reflectionPrompt,detail50,emotionalStability,high,,false,負担が重なったとき、気分の変化が小さかった場面はありましたか。,reviewed
detail50-emotionalStability-high-question,result-text-v1,220,question,reflectionPrompt,detail50,emotionalStability,high,,false,最近、心配が長く残らなかったと感じた場面はありましたか。,reviewed
detail50-emotionalStability-high-action,result-text-v1,221,action,actionHint,detail50,emotionalStability,high,,false,よければ、落ち着いて過ごせた場面を一つだけメモしてみませんか。,reviewed
detail50-emotionalStability-middle-observation,result-text-v1,222,observation,scaleObservation,detail50,emotionalStability,middle,,false,今回の50問では、落ち着きや気分の変化に関する回答が尺度内の中間域でした。,reviewed
detail50-emotionalStability-middle-strength,result-text-v1,223,strength,reflectionPrompt,detail50,emotionalStability,middle,,false,最近、落ち着いていた場面と、気分が揺れた場面に違いはありましたか。,reviewed
detail50-emotionalStability-middle-tradeoff,result-text-v1,224,tradeoff,reflectionPrompt,detail50,emotionalStability,middle,,false,予定外のことが起きたとき、気分の動き方に場面ごとの違いはありましたか。,reviewed
detail50-emotionalStability-middle-work,result-text-v1,225,work,reflectionPrompt,detail50,emotionalStability,middle,,false,仕事や学びで、急な変更に気持ちがどう動いたか振り返った場面はありましたか。,reviewed
detail50-emotionalStability-middle-relationship,result-text-v1,226,relationship,reflectionPrompt,detail50,emotionalStability,middle,,false,人との会話で、自分の気分の変化に気づいた場面はありましたか。,reviewed
detail50-emotionalStability-middle-stress,result-text-v1,227,stress,reflectionPrompt,detail50,emotionalStability,middle,,false,負担が重なったとき、気持ちの変化を振り返った場面はありましたか。,reviewed
detail50-emotionalStability-middle-question,result-text-v1,228,question,reflectionPrompt,detail50,emotionalStability,middle,,false,最近、心配が強まったり落ち着いたりしたきっかけを見つけた場面はありましたか。,reviewed
detail50-emotionalStability-middle-action,result-text-v1,229,action,actionHint,detail50,emotionalStability,middle,,false,よければ、今日の気分を短い言葉一つでメモしてみませんか。,reviewed
detail50-emotionalStability-low-observation,result-text-v1,230,observation,scaleObservation,detail50,emotionalStability,low,,false,今回の50問では、心配や気分の揺れを感じやすいことを示す回答が全体として多めでした。,reviewed
detail50-emotionalStability-low-strength,result-text-v1,231,strength,reflectionPrompt,detail50,emotionalStability,low,,false,最近、慌てたり気分が揺れたりしたきっかけに気づいた場面はありましたか。,reviewed
detail50-emotionalStability-low-tradeoff,result-text-v1,232,tradeoff,reflectionPrompt,detail50,emotionalStability,low,,false,心配や気分の揺れを感じたとき、どのくらい続いたか振り返った場面はありましたか。,reviewed
detail50-emotionalStability-low-work,result-text-v1,233,work,reflectionPrompt,detail50,emotionalStability,low,,false,仕事や学びで、予定外の変更に気持ちが揺れた場面はありましたか。,reviewed
detail50-emotionalStability-low-relationship,result-text-v1,234,relationship,reflectionPrompt,detail50,emotionalStability,low,,false,人との会話で、相手の言葉が後まで気になった場面はありましたか。,reviewed
detail50-emotionalStability-low-stress,result-text-v1,235,stress,reflectionPrompt,detail50,emotionalStability,low,,false,負担が重なったとき、慌てたり気分が変わったりした場面はありましたか。,reviewed
detail50-emotionalStability-low-question,result-text-v1,236,question,reflectionPrompt,detail50,emotionalStability,low,,false,最近、心配が強くなったきっかけに気づいた場面はありましたか。,reviewed
detail50-emotionalStability-low-action,result-text-v1,237,action,actionHint,detail50,emotionalStability,low,,false,無理のない範囲で、気持ちが揺れた場面とそのときの状況を一つだけメモしてみませんか。,reviewed
